site_clear_table_group1_20260911_152100	0	GOOD
site_clear_table_group1_20260911_153205	0	GOOD
site_clear_table_group1_20260911_154058	0	GOOD
site_clear_table_group1_20260911_154058	1	GOOD
site_clear_table_group1_20260911_154058	2	GOOD
site_clear_table_group1_20260911_154058	3	GOOD
site_clear_table_group2_20260911_155858	0	GOOD
site_clear_table_group3_20260911_161030	0	GOOD
site_clear_table_group3_20260911_161030	1	GOOD
site_clear_table_group3_20260911_161030	2	GOOD
site_clear_table_group3_20260911_161030	3	GOOD
site_clear_table_group3_20260911_161030	4	GOOD
site_clear_table_group3_20260911_161030	5	GOOD
site_clear_table_group3_20260911_161030	6	GOOD
site_clear_table_group3_20260911_161030	7	GOOD
site_clear_table_group3_20260911_161030	8	GOOD
site_clear_table_group3_20260911_161030	9	GOOD
site_clear_table_group4_20260911_163733	0	GOOD
site_clear_table_group4_20260911_163733	1	GOOD
site_clear_table_group4_20260911_163733	2	GOOD
site_clear_table_group4_20260911_163733	3	GOOD
site_clear_table_group4_20260911_163733	4	GOOD
site_clear_table_group4_20260911_163733	5	GOOD
site_clear_table_group4_20260911_163733	6	GOOD
site_clear_table_group4_20260911_163733	7	GOOD
site_clear_table_group4_20260911_163733	8	BAD
site_clear_table_group4_20260911_163733	9	GOOD
site_clear_table_group4_20260911_163733	10	GOOD
site_clear_table_group4_20260911_163733	11	GOOD
site_clear_table_group4_20260911_163733	12	GOOD
site_clear_table_group4_20260911_163733	13	GOOD
site_clear_table_group4_20260911_163733	14	GOOD
site_clear_table_group4_20260911_163733	15	GOOD
site_clear_table_group4_20260911_163733	16	GOOD
site_clear_table_group4_20260911_163733	17	GOOD
site_clear_table_group4_20260911_163733	18	GOOD
site_clear_table_group4_20260911_163733	19	GOOD
site_clear_table_group5_20260911_185442	0	GOOD
site_clear_table_group5_20260911_185442	1	GOOD
site_clear_table_group5_20260911_185442	2	GOOD
site_clear_table_group5_20260911_185442	3	GOOD
site_clear_table_group5_20260911_185442	4	GOOD
site_clear_table_group5_20260911_185442	5	GOOD
site_clear_table_group5_20260911_185442	6	GOOD
site_clear_table_group5_20260911_185442	7	GOOD
site_clear_table_group5_20260911_185442	8	GOOD
site_clear_table_group5_20260911_185442	9	GOOD
site_clear_table_group5_20260911_185442	10	GOOD
site_clear_table_group5_20260911_185442	11	GOOD
site_clear_table_group5_20260911_185442	12	GOOD
site_clear_table_group5_20260911_185442	13	GOOD
site_clear_table_group5_20260911_185442	14	GOOD
site_clear_table_group5_20260911_185442	15	GOOD
site_clear_table_group5_20260911_185442	16	GOOD
site_clear_table_group5_20260911_185442	17	GOOD
site_clear_table_group5_20260911_185442	18	GOOD
site_clear_table_group5_20260911_185442	19	GOOD
site_clear_table_group8_20260911_195411	0	GOOD
site_clear_table_group8_20260911_195411	1	GOOD
site_clear_table_group8_20260911_195411	2	GOOD
site_clear_table_group8_20260911_195411	3	GOOD
site_clear_table_group8_20260911_195411	4	GOOD
site_clear_table_group8_20260911_195411	5	GOOD
site_clear_table_group8_20260911_195411	6	GOOD
site_clear_table_group8_20260911_195411	7	GOOD
site_clear_table_group8_20260911_195411	8	GOOD
site_clear_table_group8_20260911_195411	9	GOOD
